interval_start,date,region_id,rrp,demand_mw,is_peak
2025-01-18 01:15:00,2025-01-18,NSW1,18.61,4613.1,false
2025-01-18 01:15:00,2025-01-18,QLD1,32.5,3996.8,false
2025-01-18 01:15:00,2025-01-18,VIC1,34.79,3108.1,false
2025-01-18 01:15:00,2025-01-18,SA1,38.54,973.2,false
2025-01-18 01:15:00,2025-01-18,TAS1,26.54,817.7,false
2025-01-18 01:20:00,2025-01-18,NSW1,35.11,5641.1,false
2025-01-18 01:20:00,2025-01-18,QLD1,17.63,4407.1,false
2025-01-18 01:20:00,2025-01-18,VIC1,13.02,2895.3,false
2025-01-18 01:20:00,2025-01-18,SA1,38.34,1067.5,false
2025-01-18 01:20:00,2025-01-18,TAS1,38.43,652.4,false
2025-01-18 01:25:00,2025-01-18,NSW1,14.93,4995.4,false
2025-01-18 01:25:00,2025-01-18,QLD1,28.29,3692.4,false
2025-01-18 01:25:00,2025-01-18,VIC1,22.65,3252.7,false
2025-01-18 01:25:00,2025-01-18,SA1,17.08,1041.6,false
2025-01-18 01:25:00,2025-01-18,TAS1,20.17,726.9,false
2025-01-18 01:30:00,2025-01-18,NSW1,23.88,5244.5,false
2025-01-18 01:30:00,2025-01-18,QLD1,41.32,3658.1,false
2025-01-18 01:30:00,2025-01-18,VIC1,24.01,3555.5,false
2025-01-18 01:30:00,2025-01-18,SA1,17.88,1213.0,false
2025-01-18 01:30:00,2025-01-18,TAS1,26.7,749.0,false
2025-01-18 01:35:00,2025-01-18,NSW1,36.77,4698.9,false
2025-01-18 01:35:00,2025-01-18,QLD1,20.75,4536.6,false
2025-01-18 01:35:00,2025-01-18,VIC1,32.9,3370.4,false
2025-01-18 01:35:00,2025-01-18,SA1,53.65,1118.1,false
2025-01-18 01:35:00,2025-01-18,TAS1,29.15,711.2,false
2025-01-18 01:40:00,2025-01-18,NSW1,24.52,4775.9,false
2025-01-18 01:40:00,2025-01-18,QLD1,29.56,4197.7,false
2025-01-18 01:40:00,2025-01-18,VIC1,6.95,3561.5,false
2025-01-18 01:40:00,2025-01-18,SA1,34.45,1127.7,false
2025-01-18 01:40:00,2025-01-18,TAS1,27.27,744.7,false
2025-01-18 01:45:00,2025-01-18,NSW1,14.33,4224.9,false
2025-01-18 01:45:00,2025-01-18,QLD1,20.21,3725.6,false
2025-01-18 01:45:00,2025-01-18,VIC1,35.68,3457.8,false
2025-01-18 01:45:00,2025-01-18,SA1,37.81,1087.8,false
2025-01-18 01:45:00,2025-01-18,TAS1,31.32,737.1,false
2025-01-18 01:50:00,2025-01-18,NSW1,19.9,5311.5,false
2025-01-18 01:50:00,2025-01-18,QLD1,28.7,3958.3,false
2025-01-18 01:50:00,2025-01-18,VIC1,11.92,3108.5,false
2025-01-18 01:50:00,2025-01-18,SA1,24.24,956.1,false
2025-01-18 01:50:00,2025-01-18,TAS1,25.37,710.8,false
2025-01-18 01:55:00,2025-01-18,NSW1,50.92,4704.4,false
2025-01-18 01:55:00,2025-01-18,QLD1,26.02,4037.4,false
2025-01-18 01:55:00,2025-01-18,VIC1,29.23,3440.0,false
2025-01-18 01:55:00,2025-01-18,SA1,31.75,1205.9,false
2025-01-18 01:55:00,2025-01-18,TAS1,27.11,770.1,false
2025-01-18 02:00:00,2025-01-18,NSW1,14.91,4894.3,false
2025-01-18 02:00:00,2025-01-18,QLD1,17.17,4054.6,false
2025-01-18 02:00:00,2025-01-18,VIC1,45.17,3352.9,false
2025-01-18 02:00:00,2025-01-18,SA1,40.68,996.8,false
2025-01-18 02:00:00,2025-01-18,TAS1,24.84,724.8,false
2025-01-18 02:05:00,2025-01-18,NSW1,24.4,5652.7,false
2025-01-18 02:05:00,2025-01-18,QLD1,42.04,4698.1,false
2025-01-18 02:05:00,2025-01-18,VIC1,24.95,3012.2,false
2025-01-18 02:05:00,2025-01-18,SA1,51.3,1164.6,false
2025-01-18 02:05:00,2025-01-18,TAS1,24.65,710.0,false
2025-01-18 02:10:00,2025-01-18,NSW1,416.35,5055.0,false
2025-01-18 02:10:00,2025-01-18,QLD1,20.13,3806.3,false
2025-01-18 02:10:00,2025-01-18,VIC1,19.05,3776.2,false
2025-01-18 02:10:00,2025-01-18,SA1,21.31,868.3,false
2025-01-18 02:10:00,2025-01-18,TAS1,20.69,644.0,false
2025-01-18 02:15:00,2025-01-18,NSW1,44.12,5361.2,false
2025-01-18 02:15:00,2025-01-18,QLD1,40.64,4698.8,false
2025-01-18 02:15:00,2025-01-18,VIC1,47.93,3189.5,false
2025-01-18 02:15:00,2025-01-18,SA1,20.07,1267.0,false
2025-01-18 02:15:00,2025-01-18,TAS1,26.69,716.7,false
2025-01-18 02:20:00,2025-01-18,NSW1,141.7,5688.8,false
2025-01-18 02:20:00,2025-01-18,QLD1,19.75,4727.2,false
2025-01-18 02:20:00,2025-01-18,VIC1,31.12,3509.8,false
2025-01-18 02:20:00,2025-01-18,SA1,27.82,968.8,false
2025-01-18 02:20:00,2025-01-18,TAS1,32.59,723.0,false
2025-01-18 02:25:00,2025-01-18,NSW1,32.71,4945.8,false
2025-01-18 02:25:00,2025-01-18,QLD1,25.52,3834.6,false
2025-01-18 02:25:00,2025-01-18,VIC1,34.08,2766.8,false
2025-01-18 02:25:00,2025-01-18,SA1,13.53,1071.5,false
2025-01-18 02:25:00,2025-01-18,TAS1,22.03,675.6,false
2025-01-18 02:30:00,2025-01-18,NSW1,20.06,4936.3,false
2025-01-18 02:30:00,2025-01-18,QLD1,19.78,3708.4,false
2025-01-18 02:30:00,2025-01-18,VIC1,34.18,3161.8,false
2025-01-18 02:30:00,2025-01-18,SA1,41.85,1174.1,false
2025-01-18 02:30:00,2025-01-18,TAS1,22.58,735.1,false
2025-01-18 02:35:00,2025-01-18,NSW1,42.23,4455.9,false
2025-01-18 02:35:00,2025-01-18,QLD1,33.02,4591.9,false
2025-01-18 02:35:00,2025-01-18,VIC1,19.09,3440.0,false
2025-01-18 02:35:00,2025-01-18,SA1,25.01,1007.3,false
2025-01-18 02:35:00,2025-01-18,TAS1,27.35,733.2,false
2025-01-18 02:40:00,2025-01-18,NSW1,39.8,4610.0,false
2025-01-18 02:40:00,2025-01-18,QLD1,30.28,4307.5,false
2025-01-18 02:40:00,2025-01-18,VIC1,9.02,2467.5,false
2025-01-18 02:40:00,2025-01-18,SA1,53.17,996.3,false
2025-01-18 02:40:00,2025-01-18,TAS1,30.58,752.7,false
2025-01-18 02:45:00,2025-01-18,NSW1,19.45,5005.3,false
2025-01-18 02:45:00,2025-01-18,QLD1,25.26,4018.3,false
2025-01-18 02:45:00,2025-01-18,VIC1,24.12,3063.7,false
2025-01-18 02:45:00,2025-01-18,SA1,57.11,1188.2,false
2025-01-18 02:45:00,2025-01-18,TAS1,21.1,731.7,false
2025-01-18 02:50:00,2025-01-18,NSW1,28.55,5152.4,false
2025-01-18 02:50:00,2025-01-18,QLD1,44.96,4209.0,false
2025-01-18 02:50:00,2025-01-18,VIC1,42.55,3291.4,false
2025-01-18 02:50:00,2025-01-18,SA1,36.85,1135.6,false
2025-01-18 02:50:00,2025-01-18,TAS1,29.78,809.8,false
2025-01-18 02:55:00,2025-01-18,NSW1,22.63,4898.2,false
2025-01-18 02:55:00,2025-01-18,QLD1,19.89,4265.1,false
2025-01-18 02:55:00,2025-01-18,VIC1,36.26,3335.4,false
2025-01-18 02:55:00,2025-01-18,SA1,25.83,1195.1,false
2025-01-18 02:55:00,2025-01-18,TAS1,19.62,743.5,false
2025-01-18 03:00:00,2025-01-18,NSW1,42.2,5446.0,false
2025-01-18 03:00:00,2025-01-18,QLD1,12.14,4267.1,false
2025-01-18 03:00:00,2025-01-18,VIC1,40.65,3426.9,false
2025-01-18 03:00:00,2025-01-18,SA1,22.56,1038.2,false
2025-01-18 03:00:00,2025-01-18,TAS1,23.91,692.0,false
2025-01-18 03:05:00,2025-01-18,NSW1,17.49,5051.6,false
2025-01-18 03:05:00,2025-01-18,QLD1,34.66,3738.6,false
2025-01-18 03:05:00,2025-01-18,VIC1,31.17,2966.9,false
2025-01-18 03:05:00,2025-01-18,SA1,59.0,854.4,false
2025-01-18 03:05:00,2025-01-18,TAS1,29.84,789.4,false
2025-01-18 03:10:00,2025-01-18,NSW1,40.64,5389.5,false
2025-01-18 03:10:00,2025-01-18,QLD1,21.86,4159.4,false
2025-01-18 03:10:00,2025-01-18,VIC1,18.08,3451.0,false
2025-01-18 03:10:00,2025-01-18,SA1,42.92,1053.7,false
2025-01-18 03:10:00,2025-01-18,TAS1,30.84,757.9,false
2025-01-18 03:15:00,2025-01-18,NSW1,13.1,5145.3,false
2025-01-18 03:15:00,2025-01-18,QLD1,31.63,4154.7,false
2025-01-18 03:15:00,2025-01-18,VIC1,34.23,3758.0,false
2025-01-18 03:15:00,2025-01-18,SA1,22.45,1046.8,false
2025-01-18 03:15:00,2025-01-18,TAS1,34.61,727.0,false
2025-01-18 03:20:00,2025-01-18,NSW1,18.47,5035.5,false
2025-01-18 03:20:00,2025-01-18,QLD1,22.54,4739.1,false
2025-01-18 03:20:00,2025-01-18,VIC1,16.99,3280.7,false
2025-01-18 03:20:00,2025-01-18,SA1,38.58,1013.1,false
2025-01-18 03:20:00,2025-01-18,TAS1,21.91,681.8,false
2025-01-18 03:25:00,2025-01-18,NSW1,39.98,5229.5,false
2025-01-18 03:25:00,2025-01-18,QLD1,37.19,3920.5,false
2025-01-18 03:25:00,2025-01-18,VIC1,32.52,2946.8,false
2025-01-18 03:25:00,2025-01-18,SA1,23.58,1030.0,false
2025-01-18 03:25:00,2025-01-18,TAS1,28.6,777.5,false
2025-01-18 03:30:00,2025-01-18,NSW1,14.5,4868.3,false
2025-01-18 03:30:00,2025-01-18,QLD1,31.48,4118.9,false
2025-01-18 03:30:00,2025-01-18,VIC1,37.81,2759.7,false
2025-01-18 03:30:00,2025-01-18,SA1,502.81,1141.5,false
2025-01-18 03:30:00,2025-01-18,TAS1,30.69,687.4,false
2025-01-18 03:35:00,2025-01-18,NSW1,48.49,5057.2,false
2025-01-18 03:35:00,2025-01-18,QLD1,46.17,4124.5,false
2025-01-18 03:35:00,2025-01-18,VIC1,20.76,3116.3,false
2025-01-18 03:35:00,2025-01-18,SA1,29.98,1161.1,false
2025-01-18 03:35:00,2025-01-18,TAS1,37.59,578.4,false
2025-01-18 03:40:00,2025-01-18,NSW1,35.88,5018.8,false
2025-01-18 03:40:00,2025-01-18,QLD1,32.0,4241.8,false
2025-01-18 03:40:00,2025-01-18,VIC1,37.42,3105.2,false
2025-01-18 03:40:00,2025-01-18,SA1,337.88,1037.1,false
2025-01-18 03:40:00,2025-01-18,TAS1,38.11,684.8,false
2025-01-18 03:45:00,2025-01-18,NSW1,29.48,5401.5,false
2025-01-18 03:45:00,2025-01-18,QLD1,28.56,3998.5,false
2025-01-18 03:45:00,2025-01-18,VIC1,33.18,3610.5,false
2025-01-18 03:45:00,2025-01-18,SA1,45.26,1055.6,false
2025-01-18 03:45:00,2025-01-18,TAS1,324.44,732.9,false
2025-01-18 03:50:00,2025-01-18,NSW1,40.64,4662.2,false
2025-01-18 03:50:00,2025-01-18,QLD1,38.45,3837.1,false
2025-01-18 03:50:00,2025-01-18,VIC1,17.37,3428.5,false
2025-01-18 03:50:00,2025-01-18,SA1,41.67,1145.1,false
2025-01-18 03:50:00,2025-01-18,TAS1,20.99,811.1,false
2025-01-18 03:55:00,2025-01-18,NSW1,20.55,4657.5,false
2025-01-18 03:55:00,2025-01-18,QLD1,24.61,4319.8,false
2025-01-18 03:55:00,2025-01-18,VIC1,222.65,3066.9,false
2025-01-18 03:55:00,2025-01-18,SA1,42.12,1060.0,false
2025-01-18 03:55:00,2025-01-18,TAS1,28.71,682.1,false
2025-01-18 04:00:00,2025-01-18,NSW1,37.08,5098.4,false
2025-01-18 04:00:00,2025-01-18,QLD1,30.1,3477.6,false
2025-01-18 04:00:00,2025-01-18,VIC1,48.97,3246.4,false
2025-01-18 04:00:00,2025-01-18,SA1,34.56,903.5,false
2025-01-18 04:00:00,2025-01-18,TAS1,31.23,734.2,false
2025-01-18 04:05:00,2025-01-18,NSW1,44.88,5602.0,false
2025-01-18 04:05:00,2025-01-18,QLD1,16.76,3544.1,false
2025-01-18 04:05:00,2025-01-18,VIC1,20.75,2948.3,false
2025-01-18 04:05:00,2025-01-18,SA1,52.7,810.3,false
2025-01-18 04:05:00,2025-01-18,TAS1,26.03,718.2,false
2025-01-18 04:10:00,2025-01-18,NSW1,35.88,5063.8,false
2025-01-18 04:10:00,2025-01-18,QLD1,35.01,3653.3,false
2025-01-18 04:10:00,2025-01-18,VIC1,36.1,2914.4,false
2025-01-18 04:10:00,2025-01-18,SA1,54.97,1026.0,false
2025-01-18 04:10:00,2025-01-18,TAS1,24.66,763.9,false
2025-01-18 04:15:00,2025-01-18,NSW1,30.23,4764.9,false
2025-01-18 04:15:00,2025-01-18,QLD1,32.27,4225.6,false
2025-01-18 04:15:00,2025-01-18,VIC1,35.51,3651.4,false
2025-01-18 04:15:00,2025-01-18,SA1,39.58,1107.0,false
2025-01-18 04:15:00,2025-01-18,TAS1,34.9,745.4,false
2025-01-18 04:20:00,2025-01-18,NSW1,20.46,4973.0,false
2025-01-18 04:20:00,2025-01-18,QLD1,29.56,4438.8,false
2025-01-18 04:20:00,2025-01-18,VIC1,34.33,3039.2,false
2025-01-18 04:20:00,2025-01-18,SA1,37.75,1188.8,false
2025-01-18 04:20:00,2025-01-18,TAS1,18.68,663.1,false
2025-01-18 04:25:00,2025-01-18,NSW1,45.77,5083.0,false
2025-01-18 04:25:00,2025-01-18,QLD1,44.86,3921.5,false
2025-01-18 04:25:00,2025-01-18,VIC1,18.83,3312.7,false
2025-01-18 04:25:00,2025-01-18,SA1,38.16,1055.5,false
2025-01-18 04:25:00,2025-01-18,TAS1,28.99,737.7,false
2025-01-18 04:30:00,2025-01-18,NSW1,31.41,5233.9,false
2025-01-18 04:30:00,2025-01-18,QLD1,35.18,4225.6,false
2025-01-18 04:30:00,2025-01-18,VIC1,43.39,3428.3,false
2025-01-18 04:30:00,2025-01-18,SA1,363.91,1140.4,false
2025-01-18 04:30:00,2025-01-18,TAS1,34.72,702.7,false
2025-01-18 04:35:00,2025-01-18,NSW1,27.52,4288.9,false
2025-01-18 04:35:00,2025-01-18,QLD1,23.93,3620.1,false
2025-01-18 04:35:00,2025-01-18,VIC1,27.16,3251.8,false
2025-01-18 04:35:00,2025-01-18,SA1,25.51,1151.8,false
2025-01-18 04:35:00,2025-01-18,TAS1,19.12,732.5,false
2025-01-18 04:40:00,2025-01-18,NSW1,13.17,4683.0,false
2025-01-18 04:40:00,2025-01-18,QLD1,24.9,3264.9,false
2025-01-18 04:40:00,2025-01-18,VIC1,26.81,3206.7,false
2025-01-18 04:40:00,2025-01-18,SA1,45.69,1013.9,false
2025-01-18 04:40:00,2025-01-18,TAS1,34.43,676.3,false
2025-01-18 04:45:00,2025-01-18,NSW1,26.09,5580.3,false
2025-01-18 04:45:00,2025-01-18,QLD1,26.2,4132.7,false
2025-01-18 04:45:00,2025-01-18,VIC1,16.74,3435.9,false
2025-01-18 04:45:00,2025-01-18,SA1,47.01,1198.9,false
2025-01-18 04:45:00,2025-01-18,TAS1,20.43,654.0,false
2025-01-18 04:50:00,2025-01-18,NSW1,21.71,4540.3,false
2025-01-18 04:50:00,2025-01-18,QLD1,22.51,4390.7,false
2025-01-18 04:50:00,2025-01-18,VIC1,37.03,3152.3,false
2025-01-18 04:50:00,2025-01-18,SA1,30.59,991.7,false
2025-01-18 04:50:00,2025-01-18,TAS1,19.98,798.8,false
2025-01-18 04:55:00,2025-01-18,NSW1,31.91,5051.4,false
2025-01-18 04:55:00,2025-01-18,QLD1,42.19,3278.9,false
2025-01-18 04:55:00,2025-01-18,VIC1,48.53,3388.1,false
2025-01-18 04:55:00,2025-01-18,SA1,52.26,1195.7,false
2025-01-18 04:55:00,2025-01-18,TAS1,24.58,663.2,false
2025-01-18 05:00:00,2025-01-18,NSW1,47.1,7035.6,false
2025-01-18 05:00:00,2025-01-18,QLD1,39.71,5441.7,false
2025-01-18 05:00:00,2025-01-18,VIC1,38.98,4480.9,false
2025-01-18 05:00:00,2025-01-18,SA1,42.64,1412.5,false
2025-01-18 05:00:00,2025-01-18,TAS1,23.7,950.9,false
2025-01-18 05:05:00,2025-01-18,NSW1,41.39,6178.2,false
2025-01-18 05:05:00,2025-01-18,QLD1,34.54,5553.8,false
2025-01-18 05:05:00,2025-01-18,VIC1,15.39,3937.2,false
2025-01-18 05:05:00,2025-01-18,SA1,27.67,1537.3,false
2025-01-18 05:05:00,2025-01-18,TAS1,37.33,927.1,false
2025-01-18 05:10:00,2025-01-18,NSW1,35.85,7137.7,false
2025-01-18 05:10:00,2025-01-18,QLD1,187.61,5182.6,false
2025-01-18 05:10:00,2025-01-18,VIC1,44.28,4682.3,false
2025-01-18 05:10:00,2025-01-18,SA1,60.86,1515.9,false
2025-01-18 05:10:00,2025-01-18,TAS1,33.11,845.9,false
2025-01-18 05:15:00,2025-01-18,NSW1,35.68,6958.4,false
2025-01-18 05:15:00,2025-01-18,QLD1,31.29,4433.8,false
2025-01-18 05:15:00,2025-01-18,VIC1,31.99,4358.5,false
2025-01-18 05:15:00,2025-01-18,SA1,236.45,1517.0,false
2025-01-18 05:15:00,2025-01-18,TAS1,33.12,1010.6,false
2025-01-18 05:20:00,2025-01-18,NSW1,47.0,6679.8,false
2025-01-18 05:20:00,2025-01-18,QLD1,42.87,5158.8,false
2025-01-18 05:20:00,2025-01-18,VIC1,29.61,4416.3,false
2025-01-18 05:20:00,2025-01-18,SA1,53.21,1490.9,false
2025-01-18 05:20:00,2025-01-18,TAS1,32.93,1030.4,false
2025-01-18 05:25:00,2025-01-18,NSW1,47.44,6712.3,false
2025-01-18 05:25:00,2025-01-18,QLD1,44.32,5126.9,false
2025-01-18 05:25:00,2025-01-18,VIC1,22.61,4428.6,false
2025-01-18 05:25:00,2025-01-18,SA1,54.08,1447.8,false
2025-01-18 05:25:00,2025-01-18,TAS1,33.21,894.2,false
2025-01-18 05:30:00,2025-01-18,NSW1,40.91,6934.3,false
2025-01-18 05:30:00,2025-01-18,QLD1,33.0,5446.0,false
2025-01-18 05:30:00,2025-01-18,VIC1,48.33,4484.9,false
2025-01-18 05:30:00,2025-01-18,SA1,75.24,1346.3,false
2025-01-18 05:30:00,2025-01-18,TAS1,33.67,999.3,false
2025-01-18 05:35:00,2025-01-18,NSW1,39.7,6634.5,false
2025-01-18 05:35:00,2025-01-18,QLD1,36.54,5595.8,false
2025-01-18 05:35:00,2025-01-18,VIC1,48.65,3972.4,false
2025-01-18 05:35:00,2025-01-18,SA1,46.92,1342.8,false
2025-01-18 05:35:00,2025-01-18,TAS1,36.81,987.4,false
2025-01-18 05:40:00,2025-01-18,NSW1,39.22,6421.8,false
2025-01-18 05:40:00,2025-01-18,QLD1,40.15,5145.1,false
2025-01-18 05:40:00,2025-01-18,VIC1,35.93,4121.0,false
2025-01-18 05:40:00,2025-01-18,SA1,47.47,1382.5,false
2025-01-18 05:40:00,2025-01-18,TAS1,32.77,966.2,false
2025-01-18 05:45:00,2025-01-18,NSW1,55.71,7031.1,false
2025-01-18 05:45:00,2025-01-18,QLD1,41.29,5725.5,false
2025-01-18 05:45:00,2025-01-18,VIC1,37.08,4182.2,false
2025-01-18 05:45:00,2025-01-18,SA1,71.82,1426.7,false
2025-01-18 05:45:00,2025-01-18,TAS1,39.44,1004.9,false
2025-01-18 05:50:00,2025-01-18,NSW1,42.58,6668.8,false
2025-01-18 05:50:00,2025-01-18,QLD1,32.95,5236.6,false
2025-01-18 05:50:00,2025-01-18,VIC1,48.04,3937.1,false
2025-01-18 05:50:00,2025-01-18,SA1,21.18,1468.5,false
2025-01-18 05:50:00,2025-01-18,TAS1,38.73,988.4,false
2025-01-18 05:55:00,2025-01-18,NSW1,143.46,7404.0,false
2025-01-18 05:55:00,2025-01-18,QLD1,41.25,5423.6,false
2025-01-18 05:55:00,2025-01-18,VIC1,49.57,4228.6,false
2025-01-18 05:55:00,2025-01-18,SA1,27.82,1518.8,false
2025-01-18 05:55:00,2025-01-18,TAS1,36.85,1019.1,false
2025-01-18 06:00:00,2025-01-18,NSW1,50.07,6374.5,false
2025-01-18 06:00:00,2025-01-18,QLD1,42.95,5342.4,false
2025-01-18 06:00:00,2025-01-18,VIC1,482.2,4413.2,false
2025-01-18 06:00:00,2025-01-18,SA1,47.37,1530.0,false
2025-01-18 06:00:00,2025-01-18,TAS1,46.78,965.8,false
2025-01-18 06:05:00,2025-01-18,NSW1,35.89,6998.2,false
2025-01-18 06:05:00,2025-01-18,QLD1,34.24,5780.4,false
2025-01-18 06:05:00,2025-01-18,VIC1,40.1,4554.8,false
2025-01-18 06:05:00,2025-01-18,SA1,50.98,1440.6,false
2025-01-18 06:05:00,2025-01-18,TAS1,35.06,887.6,false
2025-01-18 06:10:00,2025-01-18,NSW1,48.08,6374.2,false
2025-01-18 06:10:00,2025-01-18,QLD1,35.39,5584.1,false
2025-01-18 06:10:00,2025-01-18,VIC1,39.63,4441.0,false
2025-01-18 06:10:00,2025-01-18,SA1,44.96,1598.5,false
2025-01-18 06:10:00,2025-01-18,TAS1,33.89,1053.7,false
2025-01-18 06:15:00,2025-01-18,NSW1,46.53,6488.2,false
2025-01-18 06:15:00,2025-01-18,QLD1,45.11,5203.6,false
2025-01-18 06:15:00,2025-01-18,VIC1,34.63,3969.1,false
2025-01-18 06:15:00,2025-01-18,SA1,58.58,1543.7,false
2025-01-18 06:15:00,2025-01-18,TAS1,30.4,941.1,false
2025-01-18 06:20:00,2025-01-18,NSW1,56.44,7112.4,false
2025-01-18 06:20:00,2025-01-18,QLD1,31.58,4920.2,false
2025-01-18 06:20:00,2025-01-18,VIC1,27.06,4263.0,false
2025-01-18 06:20:00,2025-01-18,SA1,35.84,1566.3,false
2025-01-18 06:20:00,2025-01-18,TAS1,47.7,953.7,false
2025-01-18 06:25:00,2025-01-18,NSW1,36.11,7808.8,false
2025-01-18 06:25:00,2025-01-18,QLD1,34.57,5102.2,false
2025-01-18 06:25:00,2025-01-18,VIC1,46.29,4400.5,false
2025-01-18 06:25:00,2025-01-18,SA1,56.92,1426.1,false
2025-01-18 06:25:00,2025-01-18,TAS1,31.66,962.4,false
2025-01-18 06:30:00,2025-01-18,NSW1,56.74,7206.8,false
2025-01-18 06:30:00,2025-01-18,QLD1,41.09,5716.3,false
